Plate,Annotation,Mass
250327_Pigments_4_200uL_undiluted,U13_A2,94.43
250327_Pigments_4_200uL_undiluted,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,U15_A2,105.86
250327_Pigments_4_200uL_undiluted,U15_A2,105.86
250327_Pigments_4_200uL_undiluted,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,U15_A2,105.86
